"Entity DCID","Entity properties isoCode","Entity properties name","Variable DCID","Variable observation date","Variable observation metadata importName","Variable observation metadata provenanceUrl","Variable observation metadata scalingFactor","Variable observation metadata unit","Variable observation metadata unitDisplayName","Variable observation value","Variable properties name"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf10000To14999USDollar","2012","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",252,"Households With an Income Between $10,000 and $14,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf10000To14999USDollar","2013","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",251,"Households With an Income Between $10,000 and $14,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf10000To14999USDollar","2014","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",232,"Households With an Income Between $10,000 and $14,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf10000To14999USDollar","2015","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",294,"Households With an Income Between $10,000 and $14,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf10000To14999USDollar","2016","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",259,"Households With an Income Between $10,000 and $14,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf10000To14999USDollar","2017","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",295,"Households With an Income Between $10,000 and $14,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf10000To14999USDollar","2018","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",353,"Households With an Income Between $10,000 and $14,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf10000To14999USDollar","2019","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",371,"Households With an Income Between $10,000 and $14,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf10000To14999USDollar","2020","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",375,"Households With an Income Between $10,000 and $14,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf10000To14999USDollar","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",304,"Households With an Income Between $10,000 and $14,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf10000To14999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",256,"Households With an Income Between $10,000 and $14,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf20000To24999USDollar","2011","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",303,"Households With an Income Between $20,000 and $24,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf20000To24999USDollar","2012","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",318,"Households With an Income Between $20,000 and $24,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf20000To24999USDollar","2013","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",342,"Households With an Income Between $20,000 and $24,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf20000To24999USDollar","2014","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",362,"Households With an Income Between $20,000 and $24,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf20000To24999USDollar","2015","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",311,"Households With an Income Between $20,000 and $24,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf20000To24999USDollar","2016","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",305,"Households With an Income Between $20,000 and $24,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf20000To24999USDollar","2017","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",262,"Households With an Income Between $20,000 and $24,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf20000To24999USDollar","2018","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",334,"Households With an Income Between $20,000 and $24,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf20000To24999USDollar","2019","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",376,"Households With an Income Between $20,000 and $24,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf20000To24999USDollar","2020","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",275,"Households With an Income Between $20,000 and $24,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf20000To24999USDollar","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",317,"Households With an Income Between $20,000 and $24,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf20000To24999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",412,"Households With an Income Between $20,000 and $24,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf40000To44999USDollar","2011","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",465,"Households With an Income Between $40,000 and $44,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf40000To44999USDollar","2012","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",419,"Households With an Income Between $40,000 and $44,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf40000To44999USDollar","2013","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",447,"Households With an Income Between $40,000 and $44,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf40000To44999USDollar","2014","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",439,"Households With an Income Between $40,000 and $44,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf40000To44999USDollar","2015","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",392,"Households With an Income Between $40,000 and $44,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf40000To44999USDollar","2016","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",392,"Households With an Income Between $40,000 and $44,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf40000To44999USDollar","2017","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",417,"Households With an Income Between $40,000 and $44,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf40000To44999USDollar","2018","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",363,"Households With an Income Between $40,000 and $44,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf40000To44999USDollar","2019","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",257,"Households With an Income Between $40,000 and $44,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf40000To44999USDollar","2020","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",293,"Households With an Income Between $40,000 and $44,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf40000To44999USDollar","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",337,"Households With an Income Between $40,000 and $44,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf40000To44999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",369,"Households With an Income Between $40,000 and $44,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf50000To59999USDollar","2011","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1097,"Households With an Income Between $50,000 and $59,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf50000To59999USDollar","2012","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",946,"Households With an Income Between $50,000 and $59,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf50000To59999USDollar","2013","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",903,"Households With an Income Between $50,000 and $59,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf50000To59999USDollar","2014","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",951,"Households With an Income Between $50,000 and $59,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf50000To59999USDollar","2015","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",867,"Households With an Income Between $50,000 and $59,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf50000To59999USDollar","2016","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",847,"Households With an Income Between $50,000 and $59,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf50000To59999USDollar","2017","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",898,"Households With an Income Between $50,000 and $59,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf50000To59999USDollar","2018","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",854,"Households With an Income Between $50,000 and $59,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf50000To59999USDollar","2019","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",770,"Households With an Income Between $50,000 and $59,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf50000To59999USDollar","2020","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",784,"Households With an Income Between $50,000 and $59,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf50000To59999USDollar","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",677,"Households With an Income Between $50,000 and $59,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf50000To59999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",844,"Households With an Income Between $50,000 and $59,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf60000To74999USDollar","2011","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1508,"Households With an Income Between $60,000 and $74,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf60000To74999USDollar","2012","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1643,"Households With an Income Between $60,000 and $74,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf60000To74999USDollar","2013","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1415,"Households With an Income Between $60,000 and $74,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf60000To74999USDollar","2014","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1328,"Households With an Income Between $60,000 and $74,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf60000To74999USDollar","2015","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1415,"Households With an Income Between $60,000 and $74,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf60000To74999USDollar","2016","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1361,"Households With an Income Between $60,000 and $74,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf60000To74999USDollar","2017","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1280,"Households With an Income Between $60,000 and $74,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf60000To74999USDollar","2018","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1434,"Households With an Income Between $60,000 and $74,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf60000To74999USDollar","2019","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1437,"Households With an Income Between $60,000 and $74,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf60000To74999USDollar","2020","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1626,"Households With an Income Between $60,000 and $74,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf60000To74999USDollar","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1417,"Households With an Income Between $60,000 and $74,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf60000To74999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1164,"Households With an Income Between $60,000 and $74,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf75000To99999USDollar","2011","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",2027,"Households With an Income Between $75,000 and $99,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf75000To99999USDollar","2012","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",2254,"Households With an Income Between $75,000 and $99,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf75000To99999USDollar","2013","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",2306,"Households With an Income Between $75,000 and $99,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf75000To99999USDollar","2014","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",2192,"Households With an Income Between $75,000 and $99,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf75000To99999USDollar","2015","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",2198,"Households With an Income Between $75,000 and $99,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf75000To99999USDollar","2016","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",2087,"Households With an Income Between $75,000 and $99,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf75000To99999USDollar","2017","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1843,"Households With an Income Between $75,000 and $99,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf75000To99999USDollar","2018","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1957,"Households With an Income Between $75,000 and $99,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf75000To99999USDollar","2019","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",2062,"Households With an Income Between $75,000 and $99,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf75000To99999USDollar","2020","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",2214,"Households With an Income Between $75,000 and $99,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf75000To99999USDollar","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1952,"Households With an Income Between $75,000 and $99,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf75000To99999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1954,"Households With an Income Between $75,000 and $99,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf100000To124999USDollar","2011","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1488,"Households With an Income Between $100,000 and $124,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf100000To124999USDollar","2012","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1409,"Households With an Income Between $100,000 and $124,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf100000To124999USDollar","2013","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1571,"Households With an Income Between $100,000 and $124,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf100000To124999USDollar","2014","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1475,"Households With an Income Between $100,000 and $124,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf100000To124999USDollar","2015","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1599,"Households With an Income Between $100,000 and $124,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf100000To124999USDollar","2016","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1663,"Households With an Income Between $100,000 and $124,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf100000To124999USDollar","2017","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1817,"Households With an Income Between $100,000 and $124,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf100000To124999USDollar","2018","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1632,"Households With an Income Between $100,000 and $124,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf100000To124999USDollar","2019","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1752,"Households With an Income Between $100,000 and $124,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf100000To124999USDollar","2020","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1564,"Households With an Income Between $100,000 and $124,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf100000To124999USDollar","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1537,"Households With an Income Between $100,000 and $124,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf100000To124999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1701,"Households With an Income Between $100,000 and $124,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf125000To149999USDollar","2011","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1339,"Households With an Income Between $125,000 and $149,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf125000To149999USDollar","2012","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1147,"Households With an Income Between $125,000 and $149,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf125000To149999USDollar","2013","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1028,"Households With an Income Between $125,000 and $149,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf125000To149999USDollar","2014","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1285,"Households With an Income Between $125,000 and $149,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf125000To149999USDollar","2015","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1292,"Households With an Income Between $125,000 and $149,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf125000To149999USDollar","2016","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1390,"Households With an Income Between $125,000 and $149,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf125000To149999USDollar","2017","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1422,"Households With an Income Between $125,000 and $149,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf125000To149999USDollar","2018","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1317,"Households With an Income Between $125,000 and $149,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf125000To149999USDollar","2019","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1130,"Households With an Income Between $125,000 and $149,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf125000To149999USDollar","2020","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1089,"Households With an Income Between $125,000 and $149,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf125000To149999USDollar","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1064,"Households With an Income Between $125,000 and $149,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf125000To149999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",948,"Households With an Income Between $125,000 and $149,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf150000To199999USDollar","2011","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",977,"Households With an Income Between $150,000 and $199,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf150000To199999USDollar","2012","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",936,"Households With an Income Between $150,000 and $199,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf150000To199999USDollar","2013","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",929,"Households With an Income Between $150,000 and $199,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf150000To199999USDollar","2014","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",992,"Households With an Income Between $150,000 and $199,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf150000To199999USDollar","2015","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1024,"Households With an Income Between $150,000 and $199,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf150000To199999USDollar","2016","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1099,"Households With an Income Between $150,000 and $199,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf150000To199999USDollar","2017","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1198,"Households With an Income Between $150,000 and $199,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf150000To199999USDollar","2018","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1323,"Households With an Income Between $150,000 and $199,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf150000To199999USDollar","2019","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1409,"Households With an Income Between $150,000 and $199,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf150000To199999USDollar","2020","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1394,"Households With an Income Between $150,000 and $199,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf150000To199999USDollar","2021","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1473,"Households With an Income Between $150,000 and $199,999"
"geoId/02110","","Juneau City and Borough","Count_Household_IncomeOf150000To199999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",1620,"Households With an Income Between $150,000 and $199,999"
