"Entity DCID","Entity properties isoCode","Entity properties name","Variable DCID","Variable observation date","Variable observation metadata importName","Variable observation metadata provenanceUrl","Variable observation metadata scalingFactor","Variable observation metadata unit","Variable observation metadata unitDisplayName","Variable observation value","Variable properties name"
"geoId/39035","","Cuyahoga County","Count_Household_IncomeOf20000To24999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",23131,"Households With an Income Between $20,000 and $24,999"
"geoId/39035","","Cuyahoga County","Count_Household_IncomeOf40000To44999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",22029,"Households With an Income Between $40,000 and $44,999"
"geoId/39035","","Cuyahoga County","Count_Household_IncomeOf50000To59999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",40711,"Households With an Income Between $50,000 and $59,999"
"geoId/39035","","Cuyahoga County","Count_Household_IncomeOf60000To74999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",53033,"Households With an Income Between $60,000 and $74,999"
"geoId/39035","","Cuyahoga County","Count_Household_IncomeOf75000To99999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",65838,"Households With an Income Between $75,000 and $99,999"
"geoId/39035","","Cuyahoga County","Count_Household_IncomeOf100000To124999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",45843,"Households With an Income Between $100,000 and $124,999"
"geoId/39035","","Cuyahoga County","Count_Household_IncomeOf125000To149999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",31582,"Households With an Income Between $125,000 and $149,999"
"geoId/39035","","Cuyahoga County","Count_Household_IncomeOf150000To199999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",36389,"Households With an Income Between $150,000 and $199,999"
"geoId/39035","","Cuyahoga County","Count_Household_IncomeOf200000OrMoreUSDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",43804,"Households With an Income of $200,000 or More"
"geoId/51059","","Fairfax County","Count_Household_IncomeOfUpto10000USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",10074,"Households With an Income of $10,000 or Less"
"geoId/51059","","Fairfax County","Count_Household_IncomeOf10000To14999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",4977,"Households With an Income Between $10,000 and $14,999"
"geoId/51059","","Fairfax County","Count_Household_IncomeOf20000To24999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",5288,"Households With an Income Between $20,000 and $24,999"
"geoId/51059","","Fairfax County","Count_Household_IncomeOf40000To44999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",6979,"Households With an Income Between $40,000 and $44,999"
"geoId/51059","","Fairfax County","Count_Household_IncomeOf50000To59999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",14941,"Households With an Income Between $50,000 and $59,999"
"geoId/51059","","Fairfax County","Count_Household_IncomeOf60000To74999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",22518,"Households With an Income Between $60,000 and $74,999"
"geoId/51059","","Fairfax County","Count_Household_IncomeOf75000To99999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",40809,"Households With an Income Between $75,000 and $99,999"
"geoId/51059","","Fairfax County","Count_Household_IncomeOf100000To124999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",40276,"Households With an Income Between $100,000 and $124,999"
"geoId/51059","","Fairfax County","Count_Household_IncomeOf125000To149999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",34951,"Households With an Income Between $125,000 and $149,999"
"geoId/51059","","Fairfax County","Count_Household_IncomeOf150000To199999USDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",63014,"Households With an Income Between $150,000 and $199,999"
"geoId/51059","","Fairfax County","Count_Household_IncomeOf200000OrMoreUSDollar","2022","CensusACS5YearSurvey","https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html","","","",136264,"Households With an Income of $200,000 or More"
